formula_normalized,count,functions,examples
"IF('SetupderPVAnlage'!O25>0,((('SetupderPVAnlage'!O19*'SetupderPVAnlage'!O25))-SUM(N214:N244))/(SUM(C214:C244))*Tabel2[[#ThisRow],[Sonnestunden]],0)",31,"IF, SUM",Rekenblad!O214; Rekenblad!O215; Rekenblad!O216; Rekenblad!O217; Rekenblad!O218
"IF('SetupderPVAnlage'!B27=0,0,(0.05*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!B26)",31,IF,Rekenblad!H275; Rekenblad!H276; Rekenblad!H277; Rekenblad!H278; Rekenblad!H279
"((('SetupderPVAnlage'!C21*'SetupderPVAnlage'!B26))-SUM(H275:H305))/(SUM(C275:C305))*Tabel2[[#ThisRow],[Sonnestunden]]",31,SUM,Rekenblad!I275; Rekenblad!I276; Rekenblad!I277; Rekenblad!I278; Rekenblad!I279
"IF('SetupderPVAnlage'!#REF!>0,((('SetupderPVAnlage'!D21*'SetupderPVAnlage'!#REF!))-SUM(J275:J305))/(SUM(C275:C305))*Tabel2[[#ThisRow],[Sonnestunden]],0)",31,"IF, SUM",Rekenblad!K275; Rekenblad!K276; Rekenblad!K277; Rekenblad!K278; Rekenblad!K279
"(0.05*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!E25",31,,Rekenblad!L275; Rekenblad!L276; Rekenblad!L277; Rekenblad!L278; Rekenblad!L279
"IF('SetupderPVAnlage'!E25>0,((('SetupderPVAnlage'!#REF!*'SetupderPVAnlage'!E25))-SUM(L275:L305))/(SUM(C275:C305))*Tabel2[[#ThisRow],[Sonnestunden]],0)",31,"IF, SUM",Rekenblad!M275; Rekenblad!M276; Rekenblad!M277; Rekenblad!M278; Rekenblad!M279
"(0.05*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!O25",31,,Rekenblad!N275; Rekenblad!N276; Rekenblad!N277; Rekenblad!N278; Rekenblad!N279
"IF('SetupderPVAnlage'!O25>0,((('SetupderPVAnlage'!O21*'SetupderPVAnlage'!O25))-SUM(N275:N305))/(SUM(C275:C305))*Tabel2[[#ThisRow],[Sonnestunden]],0)",31,"IF, SUM",Rekenblad!O275; Rekenblad!O276; Rekenblad!O277; Rekenblad!O278; Rekenblad!O279
"IF('SetupderPVAnlage'!B27=0,0,(0.023*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!B26)",31,IF,Rekenblad!H336; Rekenblad!H337; Rekenblad!H338; Rekenblad!H339; Rekenblad!H340
"((('SetupderPVAnlage'!C23*'SetupderPVAnlage'!B26))-SUM(H336:H366))/(SUM(C336:C366))*Tabel2[[#ThisRow],[Sonnestunden]]",31,SUM,Rekenblad!I336; Rekenblad!I337; Rekenblad!I338; Rekenblad!I339; Rekenblad!I340
"IF('SetupderPVAnlage'!#REF!>0,((('SetupderPVAnlage'!D23*'SetupderPVAnlage'!#REF!))-SUM(J336:J366))/(SUM(C336:C366))*Tabel2[[#ThisRow],[Sonnestunden]],0)",31,"IF, SUM",Rekenblad!K336; Rekenblad!K337; Rekenblad!K338; Rekenblad!K339; Rekenblad!K340
"(0.023*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!E25",31,,Rekenblad!L336; Rekenblad!L337; Rekenblad!L338; Rekenblad!L339; Rekenblad!L340
"IF('SetupderPVAnlage'!E25>0,((('SetupderPVAnlage'!E23*'SetupderPVAnlage'!E25))-SUM(L336:L366))/(SUM(C336:C366))*Tabel2[[#ThisRow],[Sonnestunden]],0)",31,"IF, SUM",Rekenblad!M336; Rekenblad!M337; Rekenblad!M338; Rekenblad!M339; Rekenblad!M340
"(0.023*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!O25",31,,Rekenblad!N336; Rekenblad!N337; Rekenblad!N338; Rekenblad!N339; Rekenblad!N340
"IF('SetupderPVAnlage'!O25>0,((('SetupderPVAnlage'!O23*'SetupderPVAnlage'!O25))-SUM(N336:N366))/(SUM(C336:C366))*Tabel2[[#ThisRow],[Sonnestunden]],0)",31,"IF, SUM",Rekenblad!O336; Rekenblad!O337; Rekenblad!O338; Rekenblad!O339; Rekenblad!O340
"IF('SetupderPVAnlage'!#REF!>0,((('SetupderPVAnlage'!D12*'SetupderPVAnlage'!#REF!))-SUM(J2:J32))/(SUM(C2:C32))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!K3; Rekenblad!K4; Rekenblad!K5; Rekenblad!K6; Rekenblad!K7
"IF('SetupderPVAnlage'!B27=0,0,(0.09*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!B26)",30,IF,Rekenblad!H92; Rekenblad!H93; Rekenblad!H94; Rekenblad!H95; Rekenblad!H96
"((('SetupderPVAnlage'!C15*'SetupderPVAnlage'!B26))-SUM(H92:H121))/(SUM(C92:C121))*Tabel2[[#ThisRow],[Sonnestunden]]",30,SUM,Rekenblad!I92; Rekenblad!I93; Rekenblad!I94; Rekenblad!I95; Rekenblad!I96
"IF('SetupderPVAnlage'!#REF!>0,((('SetupderPVAnlage'!D15*'SetupderPVAnlage'!#REF!))-SUM(J92:J121))/(SUM(C92:C121))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!K92; Rekenblad!K93; Rekenblad!K94; Rekenblad!K95; Rekenblad!K96
"0.09*Tabel2[[#ThisRow],[Tageslichthex]]*'SetupderPVAnlage'!E25",30,,Rekenblad!L92; Rekenblad!L93; Rekenblad!L94; Rekenblad!L95; Rekenblad!L96
"IF('SetupderPVAnlage'!E25>0,((('SetupderPVAnlage'!E15*'SetupderPVAnlage'!E25))-SUM(L92:L121))/(SUM(C92:C121))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!M92; Rekenblad!M93; Rekenblad!M94; Rekenblad!M95; Rekenblad!M96
"0.09*Tabel2[[#ThisRow],[Tageslichthex]]*'SetupderPVAnlage'!O25",30,,Rekenblad!N92; Rekenblad!N93; Rekenblad!N94; Rekenblad!N95; Rekenblad!N96
"IF('SetupderPVAnlage'!O25>0,((('SetupderPVAnlage'!#REF!*'SetupderPVAnlage'!O25))-SUM(N92:N121))/(SUM(C92:C121))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!O92; Rekenblad!O93; Rekenblad!O94; Rekenblad!O95; Rekenblad!O96
"((('SetupderPVAnlage'!C17*'SetupderPVAnlage'!B26))-SUM(H153:H182))/(SUM(C153:C182))*Tabel2[[#ThisRow],[Sonnestunden]]",30,SUM,Rekenblad!I153; Rekenblad!I154; Rekenblad!I155; Rekenblad!I156; Rekenblad!I157
"IF('SetupderPVAnlage'!#REF!>0,((('SetupderPVAnlage'!D17*'SetupderPVAnlage'!#REF!))-SUM(J153:J182))/(SUM(C153:C182))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!K153; Rekenblad!K154; Rekenblad!K155; Rekenblad!K156; Rekenblad!K157
"IF('SetupderPVAnlage'!E25>0,((('SetupderPVAnlage'!E17*'SetupderPVAnlage'!E25))-SUM(L153:L182))/(SUM(C153:C182))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!M153; Rekenblad!M154; Rekenblad!M155; Rekenblad!M156; Rekenblad!M157
"IF('SetupderPVAnlage'!O25>0,((('SetupderPVAnlage'!#REF!*'SetupderPVAnlage'!O25))-SUM(N153:N182))/(SUM(C153:C182))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!O153; Rekenblad!O154; Rekenblad!O155; Rekenblad!O156; Rekenblad!O157
"((('SetupderPVAnlage'!C20*'SetupderPVAnlage'!B26))-SUM(H245:H274))/(SUM(C245:C274))*Tabel2[[#ThisRow],[Sonnestunden]]",30,SUM,Rekenblad!I245; Rekenblad!I246; Rekenblad!I247; Rekenblad!I248; Rekenblad!I249
"IF('SetupderPVAnlage'!#REF!>0,((('SetupderPVAnlage'!D20*'SetupderPVAnlage'!#REF!))-SUM(J245:J274))/(SUM(C245:C274))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!K245; Rekenblad!K246; Rekenblad!K247; Rekenblad!K248; Rekenblad!K249
"(0.085*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!E25",30,,Rekenblad!L245; Rekenblad!L246; Rekenblad!L247; Rekenblad!L248; Rekenblad!L249
"IF('SetupderPVAnlage'!E25>0,((('SetupderPVAnlage'!#REF!*'SetupderPVAnlage'!E25))-SUM(L245:L274))/(SUM(C245:C274))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!M245; Rekenblad!M246; Rekenblad!M247; Rekenblad!M248; Rekenblad!M249
"(0.085*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!O25",30,,Rekenblad!N245; Rekenblad!N246; Rekenblad!N247; Rekenblad!N248; Rekenblad!N249
"IF('SetupderPVAnlage'!O25>0,((('SetupderPVAnlage'!O20*'SetupderPVAnlage'!O25))-SUM(N245:N274))/(SUM(C245:C274))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!O245; Rekenblad!O246; Rekenblad!O247; Rekenblad!O248; Rekenblad!O249
"((('SetupderPVAnlage'!C22*'SetupderPVAnlage'!B26))-SUM(H306:H335))/(SUM(C306:C335))*Tabel2[[#ThisRow],[Sonnestunden]]",30,SUM,Rekenblad!I306; Rekenblad!I307; Rekenblad!I308; Rekenblad!I309; Rekenblad!I310
"IF('SetupderPVAnlage'!#REF!>0,((('SetupderPVAnlage'!D22*'SetupderPVAnlage'!#REF!))-SUM(J306:J335))/(SUM(C306:C335))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!K306; Rekenblad!K307; Rekenblad!K308; Rekenblad!K309; Rekenblad!K310
"IF('SetupderPVAnlage'!E25>0,((('SetupderPVAnlage'!#REF!*'SetupderPVAnlage'!E25))-SUM(L306:L335))/(SUM(C306:C335))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!M306; Rekenblad!M307; Rekenblad!M308; Rekenblad!M309; Rekenblad!M310
"IF('SetupderPVAnlage'!O25>0,((('SetupderPVAnlage'!O22*'SetupderPVAnlage'!O25))-SUM(N306:N335))/(SUM(C306:C335))*Tabel2[[#ThisRow],[Sonnestunden]],0)",30,"IF, SUM",Rekenblad!O306; Rekenblad!O307; Rekenblad!O308; Rekenblad!O309; Rekenblad!O310
"IF('SetupderPVAnlage'!B27=0,0,(0.041*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!B26)",28,IF,Rekenblad!H33; Rekenblad!H34; Rekenblad!H35; Rekenblad!H36; Rekenblad!H37
"((('SetupderPVAnlage'!C13*'SetupderPVAnlage'!B26))-SUM(H33:H60))/(SUM(C33:C60))*Tabel2[[#ThisRow],[Sonnestunden]]",28,SUM,Rekenblad!I33; Rekenblad!I34; Rekenblad!I35; Rekenblad!I36; Rekenblad!I37
"IF('SetupderPVAnlage'!#REF!>0,((('SetupderPVAnlage'!D13*'SetupderPVAnlage'!#REF!))-SUM(J33:J60))/(SUM(C33:C60))*Tabel2[[#ThisRow],[Sonnestunden]],0)",28,"IF, SUM",Rekenblad!K33; Rekenblad!K34; Rekenblad!K35; Rekenblad!K36; Rekenblad!K37
"(0.041*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!E25",28,,Rekenblad!L33; Rekenblad!L34; Rekenblad!L35; Rekenblad!L36; Rekenblad!L37
"IF('SetupderPVAnlage'!E25>0,((('SetupderPVAnlage'!E13*'SetupderPVAnlage'!E25))-SUM(L33:L60))/(SUM(C33:C60))*Tabel2[[#ThisRow],[Sonnestunden]],0)",28,"IF, SUM",Rekenblad!M33; Rekenblad!M34; Rekenblad!M35; Rekenblad!M36; Rekenblad!M37
"(0.041*Tabel2[[#ThisRow],[Tageslichthex]])*'SetupderPVAnlage'!O25",28,,Rekenblad!N33; Rekenblad!N34; Rekenblad!N35; Rekenblad!N36; Rekenblad!N37
"IF('SetupderPVAnlage'!O25>0,((('SetupderPVAnlage'!#REF!*'SetupderPVAnlage'!O25))-SUM(N33:N60))/(SUM(C33:C60))*Tabel2[[#ThisRow],[Sonnestunden]],0)",28,"IF, SUM",Rekenblad!O33; Rekenblad!O34; Rekenblad!O35; Rekenblad!O36; Rekenblad!O37
"Grunddaten!$E$8&""""&Grunddaten!$F$8",25,,Zählerst.!E38; Zählerst.!E87; Zählerst.!E135; Zählerst.!E183; Zählerst.!E232
0,22,,Grunddaten!I11; Financieel!W2; Financieel!W3; Financieel!W4; Financieel!W5
"Table13[[#ThisRow],[Zinsen]]",21,,Financieel!Z2; Financieel!Z3; Financieel!Z4; Financieel!Z5; Financieel!Z6
"Table13[[#ThisRow],[opportunitätskosten]]+Table13[[#ThisRow],[Netzbezugkosten]]+Table13[[#ThisRow],[Finanzierungskosten]]+Table13[[#ThisRow],[Betriebskosten]]",21,,Financieel!AA2; Financieel!AA3; Financieel!AA4; Financieel!AA5; Financieel!AA6
"Table13[[#ThisRow],[einsparung+einkommen]]-Table13[[#ThisRow],[Kosten]]",21,,Financieel!AB2; Financieel!AB3; Financieel!AB4; Financieel!AB5; Financieel!AB6
"(Table13[[#ThisRow],[Finanzierungskosten]]+Table13[[#ThisRow],[Netzbezugkosten]]+Table13[[#ThisRow],[Belastung]])/12+(Table13[[#ThisRow],[Miete1]]/12)-(Table13[[#ThisRow],[EinkommenEinspeisung]]/12)",21,,Financieel!AC2; Financieel!AC3; Financieel!AC4; Financieel!AC5; Financieel!AC6
"'Grunddaten(3)'!$E$11&""""&'Grunddaten(3)'!$E$12",21,,Zählerst. (2)!E39; Zählerst. (2)!E88; Zählerst. (2)!E136; Zählerst. (2)!E184; Zählerst. (2)!E233
'Grunddaten(3)'!$F$71,21,,Ist-Soll (2)!C3; Ist-Soll (2)!C35; Ist-Soll (2)!C67; Ist-Soll (2)!C99; Ist-Soll (2)!C131
'Grunddaten(3)'!$F$76,21,,Ist-Soll (2)!C6; Ist-Soll (2)!C38; Ist-Soll (2)!C70; Ist-Soll (2)!C102; Ist-Soll (2)!C134
'Grunddaten(3)'!$F$80,21,,Ist-Soll (2)!B11; Ist-Soll (2)!B43; Ist-Soll (2)!B75; Ist-Soll (2)!B107; Ist-Soll (2)!B139
'Grunddaten(3)'!$F$81,21,,Ist-Soll (2)!B12; Ist-Soll (2)!B44; Ist-Soll (2)!B76; Ist-Soll (2)!B108; Ist-Soll (2)!B140
'Grunddaten(3)'!$F$82,21,,Ist-Soll (2)!B13; Ist-Soll (2)!B45; Ist-Soll (2)!B77; Ist-Soll (2)!B109; Ist-Soll (2)!B141
'Grunddaten(3)'!$F$83,21,,Ist-Soll (2)!B14; Ist-Soll (2)!B46; Ist-Soll (2)!B78; Ist-Soll (2)!B110; Ist-Soll (2)!B142
'Grunddaten(3)'!$F$84,21,,Ist-Soll (2)!B15; Ist-Soll (2)!B47; Ist-Soll (2)!B79; Ist-Soll (2)!B111; Ist-Soll (2)!B143
'Grunddaten(3)'!$F$85,21,,Ist-Soll (2)!B16; Ist-Soll (2)!B48; Ist-Soll (2)!B80; Ist-Soll (2)!B112; Ist-Soll (2)!B144
'Grunddaten(3)'!$F$86,21,,Ist-Soll (2)!B17; Ist-Soll (2)!B49; Ist-Soll (2)!B81; Ist-Soll (2)!B113; Ist-Soll (2)!B145
'Grunddaten(3)'!$F$87,21,,Ist-Soll (2)!B18; Ist-Soll (2)!B50; Ist-Soll (2)!B82; Ist-Soll (2)!B114; Ist-Soll (2)!B146
'Grunddaten(3)'!$F$88,21,,Ist-Soll (2)!B19; Ist-Soll (2)!B51; Ist-Soll (2)!B83; Ist-Soll (2)!B115; Ist-Soll (2)!B147
'Grunddaten(3)'!$F$89,21,,Ist-Soll (2)!B20; Ist-Soll (2)!B52; Ist-Soll (2)!B84; Ist-Soll (2)!B116; Ist-Soll (2)!B148
'Grunddaten(3)'!$F$90,21,,Ist-Soll (2)!B21; Ist-Soll (2)!B53; Ist-Soll (2)!B85; Ist-Soll (2)!B117; Ist-Soll (2)!B149
'Grunddaten(3)'!$F$91,21,,Ist-Soll (2)!B22; Ist-Soll (2)!B54; Ist-Soll (2)!B86; Ist-Soll (2)!B118; Ist-Soll (2)!B150
"Grunddaten!$E$11&""""&Grunddaten!$E$12",21,,Zählerst.!E39; Zählerst.!E88; Zählerst.!E136; Zählerst.!E184; Zählerst.!E233
Grunddaten!$F$83,21,,Ist-Soll!C3; Ist-Soll!C35; Ist-Soll!C67; Ist-Soll!C99; Ist-Soll!C131
Grunddaten!$F$88,21,,Ist-Soll!C6; Ist-Soll!C38; Ist-Soll!C70; Ist-Soll!C102; Ist-Soll!C134
'AnalyseundDateneingabe'!$L$55,20,,Formeln und Tabellen!BF25; Formeln und Tabellen!BF26; Formeln und Tabellen!BF27; Formeln und Tabellen!BF28; Formeln und Tabellen!BF29
Grunddaten!$F$92,20,,Ist-Soll!B43; Ist-Soll!B75; Ist-Soll!B107; Ist-Soll!B139; Ist-Soll!B171
Grunddaten!$F$93,20,,Ist-Soll!B44; Ist-Soll!B76; Ist-Soll!B108; Ist-Soll!B140; Ist-Soll!B172
Grunddaten!$F$94,20,,Ist-Soll!B45; Ist-Soll!B77; Ist-Soll!B109; Ist-Soll!B141; Ist-Soll!B173
Grunddaten!$F$95,20,,Ist-Soll!B46; Ist-Soll!B78; Ist-Soll!B110; Ist-Soll!B142; Ist-Soll!B174
Grunddaten!$F$96,20,,Ist-Soll!B47; Ist-Soll!B79; Ist-Soll!B111; Ist-Soll!B143; Ist-Soll!B175
Grunddaten!$F$97,20,,Ist-Soll!B48; Ist-Soll!B80; Ist-Soll!B112; Ist-Soll!B144; Ist-Soll!B176
Grunddaten!$F$98,20,,Ist-Soll!B49; Ist-Soll!B81; Ist-Soll!B113; Ist-Soll!B145; Ist-Soll!B177
Grunddaten!$F$99,20,,Ist-Soll!B50; Ist-Soll!B82; Ist-Soll!B114; Ist-Soll!B146; Ist-Soll!B178
Grunddaten!$F$100,20,,Ist-Soll!B51; Ist-Soll!B83; Ist-Soll!B115; Ist-Soll!B147; Ist-Soll!B179
Grunddaten!$F$101,20,,Ist-Soll!B52; Ist-Soll!B84; Ist-Soll!B116; Ist-Soll!B148; Ist-Soll!B180
Grunddaten!$F$102,20,,Ist-Soll!B53; Ist-Soll!B85; Ist-Soll!B117; Ist-Soll!B149; Ist-Soll!B181
Grunddaten!$F$103,20,,Ist-Soll!B54; Ist-Soll!B86; Ist-Soll!B118; Ist-Soll!B150; Ist-Soll!B182
'Grunddaten(3)'!$E$8,18,,Zählerst. (2)!E183; Zählerst. (2)!E232; Zählerst. (2)!E281; Zählerst. (2)!E330; Zählerst. (2)!E379
'Grunddaten(3)'!$E$13,18,,Zählerst. (2)!E185; Zählerst. (2)!E234; Zählerst. (2)!E283; Zählerst. (2)!E332; Zählerst. (2)!E381
'Grunddaten(3)'!$E$22,18,,Zählerst. (2)!E187; Zählerst. (2)!E236; Zählerst. (2)!E285; Zählerst. (2)!E334; Zählerst. (2)!E383
Grunddaten!$E$13,18,,Zählerst.!E185; Zählerst.!E234; Zählerst.!E283; Zählerst.!E332; Zählerst.!E381
Grunddaten!$E$22,18,,Zählerst.!E187; Zählerst.!E236; Zählerst.!E285; Zählerst.!E334; Zählerst.!E383
#REF!,16,,Formeln und Tabellen!AE18; Formeln und Tabellen!AE20; Formeln und Tabellen!AD25; Formeln und Tabellen!AU60; PV und Speicher!C33
"INDEX(AN4:AP12,MATCH('AnalyseundDateneingabe'!J43,Daten!AN4:AN12,0),3)",15,"INDEX, MATCH",Daten!AE32; Daten!AF32; Daten!AG32; Daten!AH32; Daten!AI32
"IF('AnalyseundDateneingabe'!H47>0,Daten!AE13,Daten!AJ13)",15,IF,Daten!AD33; Daten!AF33; Daten!AG33; Daten!AH33; Daten!AI33
"IF(TODAY()>DATE('Grunddaten(3)'!$F$31+2,12,31),DATE('Grunddaten(3)'!$F$31+2,12,31),TODAY())",14,"DATE, IF, TODAY",Ist-Soll (2)!Q88; Ist-Soll (2)!Q280; Ist-Soll (2)!Q312; Ist-Soll (2)!Q344; Ist-Soll (2)!Q376
"IF(TODAY()>DATE(Grunddaten!$F$31+2,12,31),DATE(Grunddaten!$F$31+2,12,31),TODAY())",14,"DATE, IF, TODAY",Ist-Soll!Q88; Ist-Soll!Q280; Ist-Soll!Q312; Ist-Soll!Q344; Ist-Soll!Q376
"VLOOKUP($J$32,'Ein-Ausg'!$B$41:$W$1078,2)",14,VLOOKUP,Einspeiseverg.!G35; Einspeiseverg.!G38; Einspeiseverg.!G41; Einspeiseverg.!G44; Einspeiseverg.!G47
'Grunddaten(3)'!$F$34-'Grunddaten(3)'!$F$36,13,,Ergeb. (2)!L278; Ergeb. (2)!L310; Ergeb. (2)!L342; Ergeb. (2)!L374; Ergeb. (2)!L406
Grunddaten!$F$34-Grunddaten!$F$38,13,,Ergeb.!L278; Ergeb.!L310; Ergeb.!L342; Ergeb.!L374; Ergeb.!L406
1/'Grunddaten(3)'!$F$33,9,,Ist-Soll ges. (2)!B10; Ist-Soll ges. (2)!B11; Ist-Soll ges. (2)!B12; Ist-Soll ges. (2)!B13; Ist-Soll ges. (2)!B14
"IF(Grunddaten!$F$33=0,0,1/Grunddaten!$F$33)",9,IF,Ist-Soll ges.!B10; Ist-Soll ges.!B11; Ist-Soll ges.!B12; Ist-Soll ges.!B13; Ist-Soll ges.!B14
'Grunddaten(3)'!F34-'Grunddaten(3)'!F36,8,,Ergeb. (2)!L23; Ergeb. (2)!L55; Ergeb. (2)!L86; Ergeb. (2)!L118; Ergeb. (2)!L150
Grunddaten!F31,8,,Ist-Soll!B5; Ist-Soll ges.!A9; Ergeb.!A18; Anlageverm.!B31; Einspeiseverg.!F13
Grunddaten!F34-Grunddaten!F38,8,,Ergeb.!L23; Ergeb.!L55; Ergeb.!L86; Ergeb.!L118; Ergeb.!L150
'SetupderPVAnlage'!M21,7,,PV vs. Aktien!B4; Berrechnungen!E6; Config!B144; Config!E144; Daten!G13
WB!#REF!,7,,Zusammenfassung!P179; Zusammenfassung!P180; Zusammenfassung!P181; Zusammenfassung!P183; Zusammenfassung!P184
Config!$C$65,7,,Daten!L4; WB!K3; WB!B62; WB!B64; WB!B82
Grunddaten!E22,7,,Zählerst.!E42; Zählerst.!E91; Zählerst.!E139; Umst.!B49; Sachentn.!C46
TODAY(),6,TODAY,Formeln und Tabellen!BS34; Formeln und Tabellen!BS46; Config!B116; Ist-Soll ges. (2)!P32; Ist-Soll ges.!Q31
BasisJahr,6,,Berrechnungen!Q7; Config!AD5; Config!AC8; Zusammenfassung!I118; WB!B3
'S1'!$Q$12,6,,Config!C84; Ergebnisse!H17; Ergebnisse!F84; Zusammenfassung!F137; Zusammenfassung!D214
Daten!$I$19,6,,Config!B86; Ergebnisse!E19; Ergebnisse!F69; Ergebnisse!F70; Zusammenfassung!C139
'S1'!$Q$11,6,,Config!C86; Ergebnisse!H19; Ergebnisse!F83; Zusammenfassung!F139; Zusammenfassung!D213
"""Gesamtausgabenüber""&WBJahre&""Jahre:""",6,,Wirtschaftlichkeitsberechnung!I29; Wirtschaftlichkeitsberechnung!I39; Wirtschaftlichkeitsberechnung!I47; Wirtschaftlichkeitsberechnung!I59; Ergebnisse!C53
'AnalyseundDateneingabe'!L54,5,,PV vs. Aktien!B5; Config!B25; Zusammenfassung!I35; S2!Q8; S2!E14
'AnalyseundDateneingabe'!K57,5,,PV vs. Aktien!B6; Berrechnungen!P9; Config!AD7; Config!B26; Zusammenfassung!I36
'S2'!$Q$12,5,,Config!D84; Ergebnisse!K17; Ergebnisse!F103; Zusammenfassung!I137; Zusammenfassung!D233
'S2'!$Q$16,5,,Config!D85; Ergebnisse!K18; Ergebnisse!K41; Zusammenfassung!I138; Zusammenfassung!I176
'S2'!$Q$11,5,,Config!D86; Ergebnisse!K19; Ergebnisse!F102; Zusammenfassung!I139; Zusammenfassung!D232
Config!$D$65,5,,Daten!O4; WB!N3; WB!B101; WB!B103; S2!L4
"SUMIF(#REF!,B22,#REF!)/1000",5,SUMIF,Berechnungen!D5; Berechnungen!E5; Berechnungen!F5; Berechnungen!G5; Berechnungen!H5
"SUMIF(#REF!,B23,#REF!)/1000",5,SUMIF,Berechnungen!D6; Berechnungen!E6; Berechnungen!F6; Berechnungen!G6; Berechnungen!H6
"SUMIF(#REF!,B24,#REF!)/1000",5,SUMIF,Berechnungen!D7; Berechnungen!E7; Berechnungen!F7; Berechnungen!G7; Berechnungen!H7
"SUMIF(#REF!,B25,#REF!)/1000",5,SUMIF,Berechnungen!D8; Berechnungen!E8; Berechnungen!F8; Berechnungen!G8; Berechnungen!H8
"SUMIF(#REF!,B26,#REF!)/1000",5,SUMIF,Berechnungen!D9; Berechnungen!E9; Berechnungen!F9; Berechnungen!G9; Berechnungen!H9
"SUMIF(#REF!,B27,#REF!)/1000",5,SUMIF,Berechnungen!D10; Berechnungen!E10; Berechnungen!F10; Berechnungen!G10; Berechnungen!H10
"SUMIF(#REF!,B28,#REF!)/1000",5,SUMIF,Berechnungen!D11; Berechnungen!E11; Berechnungen!F11; Berechnungen!G11; Berechnungen!H11
"SUMIF(#REF!,B29,#REF!)/1000",5,SUMIF,Berechnungen!D12; Berechnungen!E12; Berechnungen!F12; Berechnungen!G12; Berechnungen!H12
"SUMIF(#REF!,B30,#REF!)/1000",5,SUMIF,Berechnungen!D13; Berechnungen!E13; Berechnungen!F13; Berechnungen!G13; Berechnungen!H13
"SUMIF(#REF!,B31,#REF!)/1000",5,SUMIF,Berechnungen!D14; Berechnungen!E14; Berechnungen!F14; Berechnungen!G14; Berechnungen!H14
"SUMIF(#REF!,B32,#REF!)/1000",5,SUMIF,Berechnungen!D15; Berechnungen!E15; Berechnungen!F15; Berechnungen!G15; Berechnungen!H15
"SUMIF(#REF!,B33,#REF!)/1000",5,SUMIF,Berechnungen!D16; Berechnungen!E16; Berechnungen!F16; Berechnungen!G16; Berechnungen!H16
"""Eigenverbrauch""&'Grunddaten(3)'!$F$31+16",5,,Ist-Soll (2)!H515; Ist-Soll (2)!H547; Ist-Soll (2)!H579; Ist-Soll (2)!H611; Ist-Soll (2)!H643
"""Autarkie""&'Grunddaten(3)'!$F$31+16",5,,Ist-Soll (2)!H516; Ist-Soll (2)!H548; Ist-Soll (2)!H580; Ist-Soll (2)!H612; Ist-Soll (2)!H644
A18,5,,Ergeb. (2)!C19; Ergeb. (2)!C20; Ergeb.!C19; Ergeb.!O19; Ergeb.!C20
A50,5,,Ergeb. (2)!C51; Ergeb. (2)!C52; Ergeb.!C51; Ergeb.!O51; Ergeb.!C52
A82,5,,Ergeb. (2)!C83; Ergeb. (2)!C84; Ergeb.!C83; Ergeb.!O83; Ergeb.!C84
A114,5,,Ergeb. (2)!C115; Ergeb. (2)!C116; Ergeb.!C115; Ergeb.!O115; Ergeb.!C116
A146,5,,Ergeb. (2)!C147; Ergeb. (2)!C148; Ergeb.!C147; Ergeb.!O147; Ergeb.!C148
A179,5,,Ergeb. (2)!C180; Ergeb. (2)!C181; Ergeb.!C180; Ergeb.!O180; Ergeb.!C181
A211,5,,Ergeb. (2)!C212; Ergeb. (2)!C213; Ergeb.!C212; Ergeb.!O212; Ergeb.!C213
A242,5,,Ergeb. (2)!C243; Ergeb. (2)!C244; Ergeb.!C243; Ergeb.!O243; Ergeb.!C244
A274,5,,Ergeb. (2)!C275; Ergeb. (2)!C276; Ergeb.!C275; Ergeb.!O275; Ergeb.!C276
